run,profile,profile_label,seed,initialStateHash,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,stalledBattles,timerOrTurnCaps,scoutAttempts,scoutSuccesses,scoutCharmPurchases,scoutCharmGold,scoutCharmConsumed,scoutCharmWasted,zeroRewardScoutWins,scoutEncountersByStage,scoutSuccessesByStage,fusions,fusionLevelDebt,levelRecoveryBattles,equips,trainingBooks,trainingGold,freeHeals,freeHealPoints,questClaims,questGold,rankClaims,rankGold,battleGold,defeatGoldLost,firstBRankBattle,firstARankBattle,firstSRankBattle,minGold,actions,finalGold,finalHighestLevel,finalPlayerRank,finalOwned,finalDexDiscovered,finalDexScouted,finalParty,finalPartyData,bossesCleared,goldInflow,goldSink,goldSinkRate,charmWasteRate,sourceRandomCalls,scenario
291,collector,収集・配合,3998854977,f2ca04701190480e2d2be5f987b88a34e6ede6fc52573e61ae3e1b77fd2aaf64,completed,1,,,400,200,40,153,99,54,808,103,50,171,37,1,18,0,0,0,0,0,34,9,73,3650,74,61,8,[object Object],[object Object],0,0,0,7,90,5400,153,8255,27,7880,5,1100,9637,7998,,,,80,[object Object],1649,25,6,10,25,10,グルーモス Lv23 / ギアビット Lv23 / ドリモール Lv25,"[object Object],[object Object],[object Object]",5,18697,17048,0.911804032732524,0.8243243243243243,4511,control
292,rush,速攻,3561462802,3e3ddff864327e17dcac886d07d61d6960cb9328bc784814aba788380d530a3d,stuck,0,volcano,boss_retry_cap,400,200,40,109,59,50,411,61,48,156,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,125,7500,109,5041,20,4320,4,750,4619,2055,,,,80,[object Object],214,22,5,3,17,3,ぷるミン Lv21 / つぼみラビ Lv21 / プフバット Lv22,"[object Object],[object Object],[object Object]",3,9769,9555,0.9780939707237178,1,2610,control
293,balanced,バランス,2134493032,6e2f77df1557852313172f6a9ec0d129bbcecd9a098617aa6d1e2f2b50c62fcb,completed,1,,,400,200,40,57,35,22,283,41,16,44,14,1,23,0,0,0,0,0,16,7,0,0,1,1,5,[object Object],[object Object],0,0,0,7,94,5640,57,2195,27,8180,4,750,3829,4124,,,,80,[object Object],3075,20,5,8,23,8,シンダーホーン Lv18 / クリスタゴン Lv19 / リーフリン Lv20,"[object Object],[object Object],[object Object]",5,12839,9764,0.7604953656826856,1,1615,control
294,collector,収集・配合,3353768494,9a3e6eb1ef95aa0a3e1ead5a9ceba9afeed0ca54acb31bd88e148f62ea9466f6,completed,1,,,400,200,40,133,85,48,681,92,41,135,19,1,35,0,0,0,0,0,53,10,69,3450,70,56,9,[object Object],[object Object],0,0,0,9,111,6660,133,7934,30,11880,5,1100,9486,9590,,,,80,[object Object],2846,25,6,11,24,11,クリスタゴン Lv24 / シンドレイク Lv25 / リーファウル Lv25,"[object Object],[object Object],[object Object]",5,22546,19700,0.873769183003637,0.8,3841,control
295,rush,速攻,2811880715,67be25d89a302918c1ee499d474b458a87d8c2cba3f748c7df4f9c8ac4cea990,stuck,0,tower,boss_retry_cap,400,200,40,148,80,68,572,84,64,201,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,221,13260,148,8449,23,6400,5,1100,9189,3199,,,,80,[object Object],310,27,6,3,21,3,ペブロン Lv27 / リーフリン Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16769,16459,0.981513507066611,1,3613,control
296,balanced,バランス,585271470,db7b1178218f8368acf61e275ebf78ec08335553275e3b191d850d7befdbe473,completed,1,,,400,200,40,93,58,35,423,64,29,97,14,1,20,0,0,0,0,0,16,7,0,0,1,1,6,[object Object],[object Object],0,0,0,7,158,9480,93,3716,27,8180,4,750,6421,4497,,,,80,[object Object],1454,23,5,8,23,8,グルーモス Lv23 / シンダーホーン Lv21 / アクアン Lv23,"[object Object],[object Object],[object Object]",5,15431,13977,0.9057740911152874,1,2542,control
297,collector,収集・配合,795964759,dfc65796c8c702742143907991d3ddfa2fbaa618278e3638cdede3e7ae66f6d7,completed,1,,,400,200,40,123,77,46,606,83,40,111,14,1,53,0,1,0,0,0,33,11,58,2900,59,48,9,[object Object],[object Object],0,0,0,10,79,4740,123,5739,28,8780,5,1100,7520,7972,,,,80,[object Object],1868,22,6,12,23,12,ルーメンオウル Lv21 / ルミネル Lv22 / シンダーホーン Lv21,"[object Object],[object Object],[object Object]",5,17480,15612,0.8931350114416476,0.8135593220338984,3454,control
298,rush,速攻,936249782,42f3806c60963365f9fbcaaf670437bc41b41156e35dc42004400dbbb6b78f66,stuck,0,tower,boss_retry_cap,400,200,40,160,89,71,606,87,73,220,0,0,10,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,221,13260,160,7812,23,6400,5,1100,9467,3479,,,,80,[object Object],308,28,6,3,24,3,トゲホッグ Lv27 / つぼみラビ Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17047,16739,0.9819323048043644,1,3860,control
299,balanced,バランス,2448056122,1d71e053cb15b18a139adc21309f5afe7ec8261a449e58494807a820cdd454f7,completed,1,,,400,200,40,90,58,32,357,61,29,80,15,1,15,0,0,0,0,0,19,6,0,0,1,1,4,[object Object],[object Object],0,0,0,7,141,8460,90,3720,27,8180,4,750,6447,4653,,,,80,[object Object],2344,24,5,7,24,7,グルーモス Lv24 / ギアビット Lv23 / ドリモール Lv23,"[object Object],[object Object],[object Object]",5,15457,13113,0.8483534967975674,1,2259,control
300,collector,収集・配合,24766327,0ba19ecdedb81b20d4a0d3a85afd5ca9ce1dbc49152a9829f05b113685d2ea76,completed,1,,,400,200,40,132,87,45,771,92,40,130,19,1,24,0,0,0,0,0,29,11,62,3100,63,55,9,[object Object],[object Object],0,0,0,11,107,6420,132,6661,28,8780,5,1100,8670,7260,,,,80,[object Object],1850,24,6,12,24,12,クリスタゴン Lv22 / ルミネル Lv23 / リーファウル Lv24,"[object Object],[object Object],[object Object]",5,18630,16780,0.9006977992485239,0.873015873015873,4131,control
1,rush,速攻,3847549528,ad1b7a174daff2a4fae71b2a61304c958c897c0ef882cb7fdeb900ab15ab3f48,stuck,0,tower,boss_retry_cap,400,200,40,129,75,54,504,70,59,198,0,0,9,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,188,11280,129,9569,23,6400,4,750,7850,3512,,,,80,[object Object],288,26,5,3,21,3,リーフリン Lv25 / プフバット Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15080,14792,0.9809018567639257,1,3161,finalist
2,balanced,バランス,1169961639,8f06c41c7f1aacda3ca2d05f58d3f13ab7a643269432684a0d9ba5e3cca8924c,completed,1,,,400,200,40,75,46,29,312,56,19,56,5,1,20,0,0,0,0,0,16,5,0,0,1,1,4,[object Object],[object Object],0,0,0,6,146,8760,75,2353,28,10380,4,750,6005,5278,,,,80,[object Object],3177,24,5,6,21,6,ルーメンオウル Lv22 / ギアビット Lv22 / アクアン Lv24,"[object Object],[object Object],[object Object]",5,17215,14038,0.8154516410107464,1,1897,finalist
3,collector,収集・配合,2091651124,a7e03769d517735b1f6b8c946ca2ffc4c631909f58fadfed43cc2c1f9844a06f,completed,1,,,400,200,40,105,63,42,560,64,41,125,16,1,26,0,0,0,0,0,55,10,49,2450,50,34,9,[object Object],[object Object],0,0,0,9,61,3660,105,5894,28,8780,5,1100,6508,8987,,,,80,[object Object],1371,24,6,11,22,11,ルーメンオウル Lv21 / クリスタゴン Lv23 / ルミネル Lv24,"[object Object],[object Object],[object Object]",5,16468,15097,0.9167476317707068,0.68,3123,finalist
4,rush,速攻,3958302082,cc4019787e71e222f6131a16ddb82502f35db28a2abc90a1ac0980f1b82d6206,stuck,0,tower,boss_retry_cap,400,200,40,108,60,48,385,64,44,146,0,0,8,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,196,11760,108,6737,23,6400,4,750,7602,2767,,,,80,[object Object],305,26,5,3,19,3,トゲホッグ Lv25 / リーフリン Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14832,14527,0.9794363538295577,1,2533,finalist
5,balanced,バランス,877175930,e1fbbcfd26dcabaebc440c3a20413908c8564f21e4b7d1f88fcf6f8ddd1e698e,completed,1,,,400,200,40,68,45,23,251,48,20,56,11,1,14,0,0,0,0,0,18,7,0,0,1,1,5,[object Object],[object Object],0,0,0,7,95,5700,68,2842,27,8180,4,750,4810,5718,,,,80,[object Object],2402,21,5,8,22,8,クリスタゴン Lv20 / シンドレイク Lv21 / ぷるミン Lv21,"[object Object],[object Object],[object Object]",5,13820,11418,0.8261939218523878,1,1656,finalist
6,collector,収集・配合,3759887535,cf774de5640c9fa8d2c13c1255de7f3f49479804b5394599bc6aaff1f2da735c,completed,1,,,400,200,40,74,44,30,436,48,26,94,9,1,35,0,0,0,0,0,36,11,37,1850,38,23,8,[object Object],[object Object],0,0,0,11,63,3780,74,3946,28,8780,4,750,4926,7687,35,,,80,[object Object],1219,21,5,12,21,12,ルーメンオウル Lv21 / グルーモス Lv20 / シンダーホーン Lv19,"[object Object],[object Object],[object Object]",5,14536,13317,0.9161392405063291,0.6052631578947368,2331,finalist
7,rush,速攻,4155763943,2deb90b0b988669d7746da9501db93df93573af9c8fd11b3736c74d80a241db9,stuck,0,tower,boss_retry_cap,400,200,40,116,66,50,432,66,50,185,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,198,11880,116,8064,23,6400,4,750,8057,3083,,,,80,[object Object],324,26,5,3,20,3,プフバット Lv24 / つぼみラビ Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15287,14963,0.9788055210309413,1,2780,finalist
8,balanced,バランス,1749096897,f1f67243f218d311f8dc25a64c5ddfb03b36688c22234e631037c684d6dc1483,completed,1,,,400,200,40,78,49,29,303,56,22,72,15,1,19,0,0,0,0,0,23,7,0,0,1,1,5,[object Object],[object Object],0,0,0,8,139,8340,78,3756,27,8180,4,750,6049,5286,,,,80,[object Object],1433,24,5,8,20,8,グルーモス Lv22 / シンドレイク Lv22 / ドリモール Lv24,"[object Object],[object Object],[object Object]",5,15059,13626,0.9048409588950129,1,1917,finalist
9,collector,収集・配合,3475527868,7618a7fcfdb656b8166b7e4e8751cfd6d013b5ae6c9a0d9f799424978eed697a,completed,1,,,400,200,40,98,62,36,829,67,31,115,22,1,82,0,5,0,0,0,32,14,51,2550,52,37,11,[object Object],[object Object],0,0,0,11,92,5520,98,6122,29,9630,5,1100,7544,8923,37,,,80,[object Object],1361,23,6,15,22,15,ルーメンオウル Lv23 / ルミネル Lv23 / グルーモス Lv23,"[object Object],[object Object],[object Object]",5,18354,16993,0.9258472267625586,0.7115384615384616,3683,finalist
10,rush,速攻,1982969760,7672f890431f6af2394869f6bdbc53c1fa2ce247ed7de3ea7b05d360b6513770,stuck,0,tower,boss_retry_cap,400,200,40,116,66,50,452,66,50,159,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,193,11580,116,7459,23,6400,4,750,7745,3141,,,,80,[object Object],254,26,5,3,23,3,ペブロン Lv25 / つぼみラビ Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14975,14721,0.9830383973288814,1,2856,finalist
11,balanced,バランス,2664149452,f34e06c0d9677ddd1c97579c425162bf28e50cac3e6e8ce8d1fa515a854a84e5,completed,1,,,400,200,40,66,40,26,297,47,19,71,7,1,18,0,0,0,0,0,17,7,0,0,1,1,6,[object Object],[object Object],0,0,0,8,119,7140,66,3118,27,8180,4,750,4916,4455,,,,80,[object Object],2331,23,5,8,22,8,ルーメンオウル Lv23 / アクアン Lv21 / トゲホッグ Lv22,"[object Object],[object Object],[object Object]",5,13926,11595,0.8326152520465316,1,1794,finalist
12,collector,収集・配合,1618572275,df73dae460ccef5cbdce3cf2778d9234ea0b01b242bfde6f0d9ba2ec2ecad762,completed,1,,,400,200,40,55,28,27,259,37,18,54,8,1,16,0,0,0,0,0,36,11,23,1150,24,14,8,[object Object],[object Object],0,0,0,9,18,1080,55,3332,27,7880,4,750,3223,7088,40,,,80,[object Object],2615,18,5,12,18,12,クラッグベア Lv17 / クリスタゴン Lv18 / シンダーホーン Lv15,"[object Object],[object Object],[object Object]",5,11933,9318,0.7808598005530881,0.5833333333333334,1512,finalist
13,rush,速攻,3344903446,0a519af1b74e05650d46cd11e88c0e2d14e5b2405bf145a628b2c0ebdea4e3d3,stuck,0,tower,boss_retry_cap,400,200,40,121,68,53,464,69,52,193,0,0,9,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,197,11820,121,10346,23,6400,4,750,7982,3156,,,,80,[object Object],236,26,5,3,23,3,プフバット Lv24 / つぼみラビ Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15212,14976,0.984485932158822,1,2949,finalist
14,balanced,バランス,2906828525,3c78a8a21cd37c61d72ecffdc4d54e0e8f63bcb215b9d1671ddbc438a53fdd0a,completed,1,,,400,200,40,51,30,21,218,39,12,49,7,1,17,0,0,0,0,0,18,7,0,0,1,1,6,[object Object],[object Object],0,0,0,7,112,6720,51,3192,26,7280,4,750,4119,4086,31,,,80,[object Object],1423,21,5,8,19,8,シンダーホーン Lv20 / クリスタゴン Lv19 / リーファウル Lv21,"[object Object],[object Object],[object Object]",5,12229,10806,0.8836372557036553,1,1338,finalist
15,collector,収集・配合,335841158,c312a28ce3c5e778cb9031cdb8010bb04b86287638ba1f22cc6e553f13ac6276,completed,1,,,400,200,40,110,70,40,714,76,34,110,14,1,54,0,1,0,0,0,45,13,56,2800,57,43,10,[object Object],[object Object],0,0,0,12,84,5040,110,6498,28,8780,5,1100,8013,8941,38,,,80,[object Object],1192,23,6,14,23,14,ルーメンオウル Lv22 / ルミネル Lv23 / グルーモス Lv23,"[object Object],[object Object],[object Object]",5,17973,16781,0.9336782952206087,0.7543859649122807,3645,finalist
16,rush,速攻,2582694838,ceb9eb5732322d4210706fc6dcd4aa0023db3c278e04fde49e9912d21b1a89f3,stuck,0,tower,boss_retry_cap,400,200,40,115,67,48,431,64,51,189,0,0,11,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,192,11520,115,9485,23,6400,4,750,7745,3137,,,,80,[object Object],318,25,5,3,20,3,つぼみラビ Lv24 / プフバット Lv24 / ぷるミン Lv25,"[object Object],[object Object],[object Object]",4,14975,14657,0.9787646076794658,1,2768,finalist
17,balanced,バランス,1645903997,b2adbf7809fa77e142a32b5d5b46d87a1e88b369c4ca7ee57a74f296f13023b7,completed,1,,,400,200,40,79,49,30,303,56,23,48,15,1,20,0,0,0,0,0,21,6,0,0,1,1,4,[object Object],[object Object],0,0,0,6,150,9000,79,3119,27,8180,4,750,5970,4559,,,,80,[object Object],1421,23,5,7,21,7,グルーモス Lv23 / オアロード Lv23,"[object Object],[object Object]",5,14980,13559,0.9051401869158878,1,1916,finalist
18,collector,収集・配合,456352518,bc238c276b17abc8f3bd78831b5dec9b20314a6c1d95d7108a53e0b7c5270834,completed,1,,,400,200,40,68,38,30,338,45,23,83,7,1,19,0,0,0,0,0,28,8,33,1650,34,24,6,[object Object],[object Object],0,0,0,9,62,3720,68,3346,27,8180,4,750,4359,6787,,,,80,[object Object],1212,21,5,9,21,9,ルミネル Lv21 / シンドレイク Lv20 / ギアビット Lv20,"[object Object],[object Object],[object Object]",5,13369,12157,0.9093425087889895,0.7058823529411765,1947,finalist
19,rush,速攻,3652542402,313f4bb2b232191fdef2780cd0d5a5a8664b84b3351552fa12e9f034d9e8b6a7,stuck,0,tower,boss_retry_cap,400,200,40,117,69,48,445,64,53,183,0,0,11,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,186,11160,117,7404,23,6400,4,750,7602,3384,,,,80,[object Object],288,26,5,3,23,3,プフバット Lv24 / リーフリン Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14832,14544,0.9805825242718447,1,2822,finalist
20,balanced,バランス,1582503644,b27e46d707e7f1c3c33507315bab9a778bdc0d9bf55db7703318fc9085e59e40,completed,1,,,400,200,40,102,65,37,412,70,32,107,11,1,19,0,0,0,0,0,17,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,170,10200,102,4438,28,9080,5,1100,7910,6253,,,,80,[object Object],1717,26,6,7,23,7,グルーモス Lv26 / リーファウル Lv25 / トゲホッグ Lv26,"[object Object],[object Object],[object Object]",5,18170,16453,0.9055035773252614,1,2567,finalist
21,collector,収集・配合,3491240213,015fae6ff45311195c4b9ff995b8f789e0f395e826ff76cd5235534f5b3cd032,completed,1,,,400,200,40,108,69,39,621,68,40,135,9,1,25,0,0,0,0,0,45,11,58,2900,59,37,9,[object Object],[object Object],0,0,0,10,56,3360,108,5399,29,10980,5,1100,6982,10330,,,,80,[object Object],2552,22,6,12,22,12,グルーモス Lv22 / ルーメンオウル Lv21 / リーファウル Lv21,"[object Object],[object Object],[object Object]",5,19142,16590,0.8666805976387002,0.6271186440677966,3339,finalist
22,rush,速攻,3179506433,27e0d20068de3149ca904937467bff4084395a75bce80229d245d8817ed9651d,stuck,0,tower,boss_retry_cap,400,200,40,112,64,48,398,64,48,154,0,0,7,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,188,11280,112,5756,23,6400,4,750,7623,3306,,,,80,[object Object],267,26,5,3,18,3,ドリモール Lv25 / プフバット Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14853,14586,0.9820238335689759,1,2626,finalist
23,balanced,バランス,1683384677,ec576e379ba335a2a13058bf4a7824855fc900d6966d317ef6cacfc297a94bae,completed,1,,,400,200,40,62,37,25,261,47,15,63,6,1,15,0,0,0,0,0,23,6,0,0,1,1,6,[object Object],[object Object],0,0,0,7,138,8280,62,3662,27,10140,4,750,5055,6304,,,,80,[object Object],1441,23,5,7,21,7,ルーメンオウル Lv21 / グルーモス Lv22 / トゲホッグ Lv23,"[object Object],[object Object],[object Object]",5,16025,14584,0.9100780031201248,1,1611,finalist
24,collector,収集・配合,4273375322,ab58bc2946b5f23cf6ccd315a4ccf9727a54f836bbb6117c3c73580cf828329d,completed,1,,,400,200,40,106,67,39,644,70,36,128,6,1,61,0,1,0,0,0,33,11,56,2800,57,42,9,[object Object],[object Object],0,0,0,11,80,4800,106,6354,28,8780,5,1100,7760,8935,,,,80,[object Object],1185,24,6,12,21,12,グルーモス Lv22 / ルーメンオウル Lv22 / ルミネル Lv24,"[object Object],[object Object],[object Object]",5,17720,16535,0.9331264108352144,0.7368421052631579,3428,finalist
25,rush,速攻,3208915154,fe5cec08e0067b978d07831ab46ac3fc9b71e24bd0e037f755cac676330ad80b,stuck,0,tower,boss_retry_cap,400,200,40,118,68,50,419,66,52,155,0,0,10,0,0,0,0,0,5,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,197,11820,118,5490,23,6400,4,750,7869,2983,,,,80,[object Object],296,26,5,3,20,3,ドリモール Lv26 / プフバット Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15099,14803,0.9803960527187231,1,2753,finalist
26,balanced,バランス,754191235,bc932915ab3811d76b2614c3dd5f149b321f03e50f5df2ef92ad611f52fa5c43,completed,1,,,400,200,40,40,22,18,196,33,7,30,3,1,21,0,0,0,0,0,25,5,0,0,1,1,3,[object Object],[object Object],0,0,0,6,56,3360,40,2726,27,9480,4,750,3879,5031,19,,,80,[object Object],5798,19,5,6,19,6,タイダルセラフ Lv18 / シンダーホーン Lv19,"[object Object],[object Object]",5,14189,8391,0.5913735992670378,1,1127,finalist
27,collector,収集・配合,579711204,126ea2b8361ee3ff4eef81ad0d2ff07743299610d045d158c70bcb6f1400c1f2,completed,1,,,400,200,40,124,77,47,659,83,41,137,19,1,55,0,1,0,0,0,35,9,60,3000,61,52,8,[object Object],[object Object],0,0,0,9,86,5160,124,5851,27,8180,5,1100,8402,7776,,,,80,[object Object],1826,23,6,10,23,10,ルーメンオウル Lv23 / グルーモス Lv22 / クリスタゴン Lv23,"[object Object],[object Object],[object Object]",5,17762,15936,0.897196261682243,0.8524590163934426,3602,finalist
28,rush,速攻,2854032737,40fb83e53fe7ed6b65b6a52739678fb95a486b85b445b56ed241a7db23628cd6,stuck,0,tower,boss_retry_cap,400,200,40,115,66,49,469,65,50,170,0,0,10,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,187,11220,115,8730,23,6400,4,750,7712,3407,,,,80,[object Object],315,26,5,3,20,3,ペブロン Lv24 / つぼみラビ Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14942,14627,0.978918484807924,1,2905,finalist
29,balanced,バランス,2984241125,d88535771312673b7830acf3a650820d9eaf77d83973b1651e86975b6d73502c,completed,1,,,400,200,40,94,61,33,401,60,34,114,14,1,15,0,0,0,0,0,26,7,0,0,1,1,6,[object Object],[object Object],1,5,0,7,116,6960,94,4765,28,8330,4,750,6685,7435,,,,80,[object Object],1450,23,5,7,23,9,クリスタゴン Lv21 / シンドレイク Lv21 / アクアン Lv23,"[object Object],[object Object],[object Object]",5,15845,14395,0.9084884821710318,1,2459,finalist
30,collector,収集・配合,3642788030,1c94c14e7b258144c648e978f3d6bf575292fdfd0a58d6026507e8cda15bfdbf,completed,1,,,400,200,40,57,34,23,281,45,12,49,8,1,34,0,0,0,0,0,37,15,29,1450,30,18,11,[object Object],[object Object],0,0,0,12,41,2460,57,4137,30,11830,4,750,3729,8127,28,,,80,[object Object],4352,18,5,16,23,16,シンダーホーン Lv18 / ルーメンオウル Lv18 / クリスタゴン Lv18,"[object Object],[object Object],[object Object]",5,16389,12037,0.7344560375861858,0.6,1629,finalist
31,rush,速攻,318829685,57c87047ccaddfcf4168851460c4c26239cdaee9b11f479f070871b237b5b8f0,stuck,0,tower,boss_retry_cap,400,200,40,113,63,50,435,66,47,162,0,0,9,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,199,11940,113,8983,23,6400,4,750,7831,2836,,,,80,[object Object],285,26,5,3,18,3,トゲホッグ Lv24 / つぼみラビ Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15061,14776,0.9810769537215325,1,2760,finalist
32,balanced,バランス,1139593752,457444f6f6d516905dbf95d62584b1be801d0397ace178aedda7fa97d611344b,completed,1,,,400,200,40,68,45,23,303,44,24,55,5,1,20,0,0,0,0,0,27,8,0,0,1,1,5,[object Object],[object Object],0,0,0,7,95,5700,68,3294,27,8180,4,750,4439,6322,26,,,80,[object Object],1427,19,5,9,21,9,タイダルセラフ Lv19 / クリスタゴン Lv18,"[object Object],[object Object]",5,13449,12022,0.8938954569112946,1,1806,finalist
33,collector,収集・配合,1509874162,46a97b742564512f125cfe993e46215b48c120f296f8a7ba4cef8a6258ba66a9,completed,1,,,400,200,40,66,37,29,313,50,16,49,8,1,26,0,0,0,0,0,44,13,28,1400,29,18,10,[object Object],[object Object],0,0,0,10,14,840,66,3455,31,22780,4,750,4067,13767,45,,,80,[object Object],11670,22,5,14,21,14,クラッグベア Lv20 / シンダーホーン Lv22 / ルーメンオウル Lv19,"[object Object],[object Object],[object Object]",5,27677,16007,0.5783502547241391,0.6206896551724138,1829,finalist
34,rush,速攻,2882651352,ae545c82db8fdf83392587ee9384dafc50c3b4a7c05bdbc9e3accaa37bfcd8f7,stuck,0,tower,boss_retry_cap,400,200,40,111,62,49,408,65,46,150,0,0,12,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,192,11520,111,5301,23,6400,4,750,7511,2939,,,,80,[object Object],282,26,5,3,21,3,トゲホッグ Lv25 / リーフリン Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,14741,14459,0.9808696831965267,1,2634,finalist
35,balanced,バランス,2278153047,1c5a5a8ce6160057d7a69a2c29a1d1950194bec2e0f236aef88c8e4eff165d19,completed,1,,,400,200,40,100,62,38,425,71,29,97,14,1,19,0,0,0,0,0,17,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,164,9840,100,5763,28,9080,5,1100,8067,6393,,,,80,[object Object],2094,26,6,7,23,7,クリスタゴン Lv24 / アクアン Lv25 / トゲホッグ Lv26,"[object Object],[object Object],[object Object]",5,18327,16233,0.8857423473563595,1,2618,finalist
36,collector,収集・配合,2204992606,b070800bdffb75f27ab3289664dccfff50ccaa3505be687d943dd408122597e0,completed,1,,,400,200,40,90,55,35,505,60,30,103,4,1,27,0,0,0,0,0,40,11,47,2350,48,34,9,[object Object],[object Object],0,0,0,10,70,4200,90,5002,28,8780,4,750,5813,7663,,,,80,[object Object],1210,22,5,12,23,12,ルーメンオウル Lv21 / グルーモス Lv22 / ルミネル Lv22,"[object Object],[object Object],[object Object]",5,15423,14213,0.9215457433702912,0.7083333333333334,2751,finalist
37,rush,速攻,1101767566,9c7931a29dbd2aed09a05b2aa7455ef45ab82498fcb05afdfaffbdc666d37ac5,stuck,0,tower,boss_retry_cap,400,200,40,119,67,52,465,68,51,191,0,0,7,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,194,11640,119,10994,23,6400,4,750,8093,3398,,,,80,[object Object],285,26,5,3,23,3,リーフリン Lv24 / つぼみラビ Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15323,15038,0.9814005090387,1,2962,finalist
38,balanced,バランス,675778625,d6943fc01d0bb2c7afac03657d15be7f235c751530232f4bfb9015de1e66e528,completed,1,,,400,200,40,116,73,43,389,81,35,113,12,1,10,0,0,0,0,0,20,5,0,0,1,1,4,[object Object],[object Object],0,0,0,6,190,11400,116,5012,28,9080,5,1100,9553,6967,,,,80,[object Object],1446,28,6,6,21,6,グルーモス Lv27 / リーファウル Lv27 / トゲホッグ Lv28,"[object Object],[object Object],[object Object]",5,19813,18367,0.9270176146974208,1,2671,finalist
39,collector,収集・配合,2958862769,6cbb0b1f15526f0b7df1c119574b414d6ee17245a531eec5dfa4fe85e6f7b9c4,completed,1,,,400,200,40,111,74,37,557,77,34,112,14,1,26,0,0,0,0,0,36,12,61,3050,62,46,9,[object Object],[object Object],0,0,0,9,83,4980,111,5154,29,10980,5,1100,7951,9716,31,,,80,[object Object],2365,24,6,13,22,13,ルーメンオウル Lv24 / グルーモス Lv23 / リーファウル Lv23,"[object Object],[object Object],[object Object]",5,20111,17746,0.8824026652080951,0.7419354838709677,3197,finalist
40,rush,速攻,247603818,7c7a1155f1d21e2d31a8c58fea5b5d8e7bddcc308f355d7089dbfaf77f787406,stuck,0,tower,boss_retry_cap,400,200,40,112,64,48,410,64,48,171,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,198,11880,112,7938,23,6400,4,750,7802,2858,,,,80,[object Object],294,26,5,3,21,3,プフバット Lv24 / リーフリン Lv26 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15032,14738,0.9804417243214476,1,2662,finalist
41,balanced,バランス,2259194182,01edbc7829d38029c59d66b44be14cbc152d417e3f36a537803cda252975b8f1,completed,1,,,400,200,40,50,30,20,218,38,12,34,5,1,23,0,0,0,0,0,21,7,0,0,1,1,4,[object Object],[object Object],0,0,0,7,87,5220,50,2577,27,9480,4,750,4183,6113,21,,,80,[object Object],3160,21,5,8,21,8,タイダルセラフ Lv20 / ルーメンオウル Lv21,"[object Object],[object Object]",5,14493,11333,0.7819637066169876,1,1340,finalist
