run,profile,profile_label,seed,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,stalledBattles,timerOrTurnCaps,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,scoutAttempts,scoutSuccesses,zeroRewardScoutWins,scoutCharmPurchases,scoutCharmConsumed,scoutCharmWasted,charmWasteRate,fusions,fusionLevelDebt,levelRecoveryBattles,trainingBooks,trainingGold,freeHeals,questClaims,rankClaims,battleGold,questGold,rankGold,defeatGoldLost,goldInflow,goldSink,goldSinkRate,minGold,finalGold,finalHighestLevel,finalPlayerRank,firstBRankBattle,firstARankBattle,firstSRankBattle,finalOwned,finalDexDiscovered,finalDexScouted,bossesCleared,finalParty
143,balanced,バランス,4205495569,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,955,637,318,35535,644,311,0,0,977,145,1,327,0,134,131,34,15,13,0,1,1,1,1,12,0,3980,238800,955,44,12,476985,55980,6850,279704,539895,518504,0.9603793330184572,80,21391,100,13,209,,,15,64,17,12,アビスジェリー Lv100 / 雲ぷる Lv100 / ルミネル Lv100
144,collector,収集・配合,3135992318,completed,1,,,1000,400,80,895,636,259,14481,625,270,0,0,955,150,1,184,0,87,42,93,27,26,488,489,435,0.8895705521472392,0,0,0,3606,216360,895,44,12,330003,64330,6850,140214,401263,380974,0.9494371521919539,80,20289,100,13,71,823,,28,64,28,13,アビスジェリー Lv94 / ドゥームゲイザー Lv80 / ルミネル Lv100
145,rush,速攻,454698106,stuck,0,snowfield,boss_retry_cap,1000,400,80,345,184,161,1357,181,164,0,0,490,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,512,30720,345,25,7,27653,9000,2100,7742,38833,38462,0.9904462699250637,80,371,41,8,,,,3,30,3,5,ペブロン Lv40 / ぷるミン Lv40 / プフバット Lv41
146,balanced,バランス,728276335,completed,1,,,1000,400,80,495,333,162,7753,327,168,0,0,555,98,1,212,0,40,29,60,16,14,0,1,1,1,0,0,0,3034,182040,495,44,10,211761,64330,4500,83876,280671,265916,0.9474295527503732,80,14755,90,11,427,427,,17,63,17,13,ドゥームゲイザー Lv77 / アビスジェリー Lv89 / ルーメンオウル Lv90
147,collector,収集・配合,3931416908,completed,1,,,1000,400,80,715,506,209,22403,479,236,0,0,921,174,1,226,0,179,95,104,23,22,392,393,319,0.811704834605598,0,0,0,3473,208380,715,44,11,307247,64330,5600,129735,377257,357715,0.9481997683276917,80,19542,100,12,443,589,,24,63,24,13,ドゥームゲイザー Lv93 / ルーメンオウル Lv95 / ルミネル Lv100
148,rush,速攻,3193031181,stuck,0,tower,boss_retry_cap,1000,400,80,241,127,114,931,130,111,0,0,341,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,300,18000,241,23,6,14959,6400,1550,4711,22989,22711,0.9879072599939102,80,278,32,7,,,,3,24,3,4,ペブロン Lv31 / つぼみラビ Lv32 / ぷるミン Lv32
149,balanced,バランス,133961935,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,964,649,315,22432,632,332,0,0,1081,244,1,141,0,165,120,41,12,12,0,1,1,1,0,0,0,3702,222120,964,41,12,489807,47980,6850,300325,544717,522445,0.9591127135742046,80,22272,100,13,246,,,13,65,13,12,スノーフェア Lv100 / ヨミオオカミ Lv100 / ルミネル Lv100
150,collector,収集・配合,213115900,completed,1,,,1000,400,80,648,459,189,8989,434,214,0,0,732,129,1,148,0,62,38,126,28,26,376,377,296,0.7851458885941645,0,0,0,3146,188760,648,44,11,304867,64330,5600,145799,374877,353359,0.9425998394139945,80,21518,100,12,146,501,,29,63,29,13,ドゥームゲイザー Lv93 / アビスジェリー Lv100 / ルミネル Lv100
151,rush,速攻,2617864872,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,589,310,279,2211,310,279,0,0,842,0,0,9,0,0,0,4,2,2,0,1,1,1,0,0,0,1229,73740,589,28,9,73445,12500,3550,15253,89575,88993,0.9935026514094334,80,582,59,10,,,,3,35,3,7,ドリモール Lv56 / アワマリン Lv58 / ぷるミン Lv59
152,balanced,バランス,1248686921,completed,1,,,1000,400,80,565,376,189,4539,379,186,0,0,598,89,1,69,0,32,0,60,14,13,0,1,1,1,0,0,0,3159,189540,565,44,10,223297,64330,4500,70657,292207,260197,0.8904543696762911,80,32010,94,11,39,543,,15,58,15,13,ドゥームゲイザー Lv63 / ゲイルグリフ Lv80 / ヨミオオカミ Lv94
153,collector,収集・配合,1765962774,completed,1,,,1000,400,80,687,481,206,12866,477,210,0,0,726,120,1,211,0,83,53,95,30,28,367,368,311,0.845108695652174,2,56,0,2846,170760,687,45,11,232068,64480,5600,98568,302228,287678,0.9518575380176555,80,14550,84,12,235,658,,29,65,33,13,ストームジン Lv76 / ドゥームゲイザー Lv75 / 雲ぷる Lv84
154,rush,速攻,443318152,stuck,0,snowfield,boss_retry_cap,1000,400,80,383,200,183,1433,203,180,0,0,536,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,544,32640,383,25,7,30017,9000,2100,8221,41197,40861,0.9918440663155084,80,336,42,8,,,,3,28,3,5,トゲホッグ Lv41 / ぷるミン Lv42 / プフバット Lv42
155,balanced,バランス,2719679730,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,920,621,299,49651,605,315,0,0,1024,166,1,332,0,167,149,47,16,14,0,1,1,1,0,0,0,3570,214200,920,43,12,515663,55830,6850,342296,578423,556496,0.9620917563789821,80,21927,100,13,65,,,17,61,17,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / スノーフェア Lv100
156,collector,収集・配合,3662454723,completed,1,,,1000,400,80,837,601,236,40974,575,262,0,0,1027,207,1,320,0,223,178,86,28,26,506,507,436,0.8599605522682445,1,45,0,3263,195780,837,45,12,436280,64480,6850,261905,507690,482985,0.9513384151746145,80,24705,100,13,563,,,28,61,29,13,アビスジェリー Lv100 / ルーメンオウル Lv100 / ルミネル Lv100
157,rush,速攻,2366467106,stuck,0,tower,boss_retry_cap,1000,400,80,264,141,123,1051,139,125,0,0,379,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,307,18420,264,23,6,15829,6400,1550,5124,23859,23544,0.986797434930215,80,315,32,7,,,,3,25,3,4,ペブロン Lv31 / つぼみラビ Lv32 / ぷるミン Lv32
158,balanced,バランス,2594775734,completed,1,,,1000,400,80,420,282,138,2910,275,145,0,0,453,68,1,128,0,11,6,61,11,9,0,1,1,1,0,0,0,2118,127080,420,43,9,150389,63480,3550,66112,217499,193192,0.8882431643363877,80,24307,79,10,53,334,,12,61,12,13,パールセラフ Lv74 / 雲ぷる Lv76 / ルミネル Lv79
159,collector,収集・配合,1171689725,completed,1,,,1000,400,80,603,417,186,6146,423,180,0,0,640,142,1,61,0,39,0,108,29,26,324,325,274,0.8430769230769231,0,0,0,2767,166020,603,44,11,228786,64330,5600,100248,298796,282468,0.9453540208034913,80,16328,76,12,46,573,,30,62,30,13,ドゥームゲイザー Lv73 / ヘルナイト Lv74 / ゲイルグリフ Lv76
160,rush,速攻,2085423230,stuck,0,tower,boss_retry_cap,1000,400,80,263,138,125,963,141,122,0,0,389,0,0,9,0,0,0,5,2,2,0,1,1,1,0,0,0,311,18660,263,23,6,16070,6400,1550,5173,24100,23833,0.9889211618257261,80,267,32,7,,,,3,23,3,4,アワマリン Lv31 / つぼみラビ Lv32 / ぷるミン Lv32
161,balanced,バランス,3755427508,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,427,282,145,1935,288,139,0,0,443,20,1,30,0,0,0,33,8,8,0,1,1,1,0,0,0,1347,80820,427,31,9,86084,13180,3550,21036,102894,101856,0.989911948218555,80,1038,62,10,183,,,9,33,9,7,アイスタートル Lv60 / グルーモス Lv61 / リーファウル Lv62
162,collector,収集・配合,1160833403,completed,1,,,1000,400,80,588,404,184,3624,415,173,0,0,599,122,1,153,0,5,5,117,29,26,322,323,270,0.8359133126934984,0,0,0,3397,203820,588,44,11,254654,64330,5600,93785,324664,313705,0.9662451026291797,80,10959,97,12,300,300,,30,63,30,13,ヘルナイト Lv83 / 雲ぷる Lv76 / クラッグベア Lv97
163,rush,速攻,4043273279,stuck,0,tower,boss_retry_cap,1000,400,80,253,133,120,986,136,117,0,0,356,0,0,13,0,0,0,2,2,2,0,1,1,1,0,0,0,305,18300,253,23,6,15480,6400,1550,4935,23510,23235,0.9883028498511272,80,275,32,7,,,,3,24,3,4,ペブロン Lv32 / つぼみラビ Lv32 / ぷるミン Lv32
164,balanced,バランス,3583144040,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,670,330,10247,667,333,0,0,1059,103,1,137,0,75,28,44,14,12,0,1,1,1,0,0,0,4267,256020,1000,43,12,386455,55830,6850,172893,449215,428913,0.9548056053337489,80,20302,100,13,284,893,,15,64,15,12,ドゥームゲイザー Lv80 / アビスジェリー Lv98 / グルーモス Lv100
165,collector,収集・配合,2854360522,completed,1,,,1000,400,80,642,448,194,11393,423,219,0,0,753,128,1,145,0,86,51,132,22,22,343,344,279,0.811046511627907,1,44,0,2670,160200,642,45,11,228253,64480,5600,104735,298413,282085,0.9452838850854353,80,16328,85,12,232,594,,22,65,24,13,ドゥームゲイザー Lv68 / ルーメンオウル Lv85 / ヘルナイト Lv73
166,rush,速攻,3181338714,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,444,234,210,1476,235,209,0,0,630,0,0,8,0,0,0,3,2,2,0,1,1,1,0,0,0,796,47760,444,26,8,46340,10000,2750,11009,59170,58769,0.9932229170187595,80,401,49,9,,,,3,32,3,6,トゲホッグ Lv49 / ぷるミン Lv49 / プフバット Lv49
167,balanced,バランス,3154119836,completed,1,,,1000,400,80,666,443,223,6015,444,222,0,0,731,122,1,197,0,26,10,62,14,13,0,1,1,1,0,0,0,3743,224580,666,44,11,240780,64330,5600,71358,310790,295938,0.9522121046365714,80,14852,96,12,90,590,,15,61,15,13,ドゥームゲイザー Lv86 / コーラルルーメ Lv93 / ルミネル Lv96
168,collector,収集・配合,4119569900,completed,1,,,1000,400,80,688,480,208,12367,476,212,0,0,795,138,1,215,0,57,36,115,27,26,359,360,304,0.8444444444444444,1,35,0,3311,198660,688,45,11,257636,64480,5600,100311,327796,316921,0.9668238782657507,80,10875,90,12,416,592,,27,62,29,13,ドゥームゲイザー Lv81 / アビスジェリー Lv90 / コーラルルーメ Lv90
169,rush,速攻,3654234087,stuck,0,tower,boss_retry_cap,1000,400,80,293,153,140,1108,156,137,0,0,436,0,0,12,0,0,0,2,2,2,0,1,1,1,0,0,0,321,19260,293,23,6,17036,6400,1550,5545,25066,24805,0.9895874890289635,80,261,33,7,,,,3,25,3,4,ぷるミン Lv33 / リーフリン Lv33 / つぼみラビ Lv33
170,balanced,バランス,1973049277,completed,1,,,1000,400,80,873,587,286,23252,569,304,0,0,946,149,1,325,0,103,97,41,12,12,0,1,1,1,0,0,0,3905,234300,873,43,12,392465,63480,6850,193633,462875,427933,0.9245109370780449,80,34942,100,13,,,,13,65,13,13,アビスジェリー Lv100 / 雲ぷる Lv100 / ルミネル Lv100
171,collector,収集・配合,2227808634,stuck,0,demon_gate,boss_stalled,1000,400,80,733,529,204,37158,503,229,1,1,854,168,1,400,0,208,150,103,27,25,402,403,345,0.8560794044665012,0,0,0,3321,199260,733,42,11,295069,49630,5600,109442,350379,328802,0.938418112957683,80,21577,100,12,195,,,28,55,28,11,ルーメンオウル Lv95 / コーラルルーメ Lv100 / ルミネル Lv100
172,rush,速攻,259182139,stuck,0,tower,boss_retry_cap,1000,400,80,234,124,110,980,126,108,0,0,336,0,0,13,0,0,0,2,2,2,0,1,1,1,0,0,0,289,17340,234,23,6,14385,6400,1550,4783,22415,22123,0.9869730091456614,80,292,32,7,,,,3,24,3,4,ペブロン Lv31 / つぼみラビ Lv32 / ぷるミン Lv32
173,balanced,バランス,2625050042,completed,1,,,1000,400,80,716,474,242,11156,484,232,0,0,735,125,1,260,0,71,20,43,14,12,0,1,1,1,0,0,0,4353,261180,716,44,11,306745,64330,5600,89326,376755,350506,0.9303287282186036,80,26249,100,12,181,,,15,63,15,13,ヘルナイト Lv88 / 雲ぷる Lv91 / ルミネル Lv100
174,collector,収集・配合,584436405,completed,1,,,1000,400,80,487,330,157,7615,326,161,0,0,550,57,1,217,0,66,11,118,26,24,266,267,207,0.7752808988764045,0,0,0,1898,113880,487,44,10,163535,64330,4500,94231,232445,221411,0.9525307061885607,80,11034,79,11,50,364,,27,64,27,13,パールセラフ Lv76 / ドゥームゲイザー Lv73 / ルーメンオウル Lv79
175,rush,速攻,3556450415,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,651,340,311,2279,342,309,0,0,954,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,1369,82140,651,28,9,83863,12500,3550,17372,99993,99512,0.9951896632764293,80,481,62,10,,,,3,35,3,7,トゲホッグ Lv60 / ぷるミン Lv61 / プフバット Lv62
176,balanced,バランス,1266094468,completed,1,,,1000,400,80,608,404,204,3830,407,201,0,0,683,151,1,74,0,21,0,54,15,14,0,1,1,1,0,0,0,3943,236580,608,44,11,278666,64330,5600,86402,348676,322982,0.9263098119744404,80,25694,100,12,299,,,16,61,16,13,ゲイルグリフ Lv88 / クラッグベア Lv100 / アビスフィン Lv100
177,collector,収集・配合,3414846920,completed,1,,,1000,400,80,770,551,219,14133,510,260,0,0,855,164,1,135,0,95,40,138,27,25,411,412,343,0.8325242718446602,1,32,0,3345,200700,770,45,11,276638,64480,5600,110625,346798,331875,0.9569691866735103,80,14923,88,12,174,181,,27,64,29,13,ストームジン Lv80 / アビスジェリー Lv88 / ヘルナイト Lv79
178,rush,速攻,2679969134,stuck,0,snowfield,boss_retry_cap,1000,400,80,357,188,169,1311,189,168,0,0,477,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,526,31560,357,25,7,28521,9000,2100,7752,39701,39312,0.9902017581421123,80,389,41,8,,,,3,29,3,5,ペブロン Lv40 / ぷるミン Lv41 / アワマリン Lv40
179,balanced,バランス,2545995246,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,980,658,322,26101,649,331,0,0,1100,201,1,198,0,137,120,51,12,11,0,1,1,1,1,33,0,3945,236700,980,43,12,486226,55130,6850,290553,548286,527253,0.9616386338516759,80,21033,100,13,44,,,12,62,14,12,アビスジェリー Lv100 / ルミネル Lv100 / グルーモス Lv100
180,collector,収集・配合,1906287377,completed,1,,,1000,400,80,872,625,247,37284,600,272,0,0,1050,184,1,283,0,203,166,118,31,29,507,508,428,0.84251968503937,2,26,0,3229,193740,872,45,12,380499,64480,6850,210225,451909,429315,0.9500032086105831,80,22594,100,13,223,658,,30,64,34,13,アビスジェリー Lv100 / ルーメンオウル Lv100 / ドゥームゲイザー Lv63
181,rush,速攻,656018644,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,470,246,224,1775,249,221,0,0,670,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,824,49440,470,26,8,48091,10000,2750,11071,60921,60511,0.9932699725874493,80,410,50,9,,,,3,32,3,6,トゲホッグ Lv50 / ぷるミン Lv50 / つぼみラビ Lv50
182,balanced,バランス,2733290105,completed,1,,,1000,400,80,949,631,318,3717,639,310,0,0,1054,292,1,22,0,0,0,58,14,12,0,1,1,1,1,13,0,3979,238740,949,45,12,518034,64480,6850,321811,589444,560551,0.950982620910553,80,28893,100,13,88,,,14,63,16,13,ゲイルグリフ Lv100 / サンダードローン Lv100 / クリスタゴン Lv100
183,collector,収集・配合,4194624737,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,721,279,41573,716,284,0,0,910,236,1,374,0,197,162,99,28,27,565,566,521,0.9204946996466431,2,65,0,3828,229680,1000,42,13,398259,42780,8250,167956,449369,425886,0.94774227861735,80,23483,100,14,313,,,27,57,31,11,ルーメンオウル Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
184,rush,速攻,3107875415,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,519,276,243,1904,274,245,0,0,742,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,1122,67320,519,28,8,66609,12500,2750,14066,81939,81386,0.9932510770207106,80,553,57,9,,,,3,34,3,7,ドリモール Lv54 / ペブロン Lv56 / ぷるミン Lv57
185,balanced,バランス,1169516244,completed,1,,,1000,400,80,695,463,232,16696,465,230,0,0,748,191,1,274,0,93,42,49,14,12,0,1,1,1,0,0,0,3803,228180,695,44,11,365928,64330,5600,178710,435938,406890,0.9333666714074019,80,29048,100,12,131,,,15,59,15,13,アビスジェリー Lv100 / 雲ぷる Lv97 / スチールバグ Lv100
186,collector,収集・配合,1962272112,completed,1,,,1000,400,80,738,520,218,10442,521,217,0,0,827,149,1,212,0,40,30,90,27,25,406,407,357,0.8771498771498771,1,43,0,3425,205500,738,45,11,265378,64480,5600,98774,335538,324574,0.967324118281685,80,10964,83,12,551,690,,27,63,29,13,ドゥームゲイザー Lv79 / アビスジェリー Lv83 / 雲ぷる Lv83
187,rush,速攻,355073815,stuck,0,snowfield,boss_retry_cap,1000,400,80,400,208,192,1490,212,188,0,0,572,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,569,34140,400,25,7,31820,9000,2100,8524,43000,42664,0.9921860465116279,80,336,42,8,,,,3,28,3,5,ペブロン Lv42 / ぷるミン Lv42 / プフバット Lv42
188,balanced,バランス,4089626800,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,888,594,294,26208,596,292,0,0,882,114,1,231,0,120,109,44,15,13,0,1,1,1,0,0,0,3822,229320,888,43,12,465599,55830,6850,277292,528359,506612,0.9588404853518158,80,21747,100,13,,,,16,62,16,12,コーラルルーメ Lv100 / アイスタートル Lv100 / グルーモス Lv100
189,collector,収集・配合,4023014646,completed,1,,,1000,400,80,778,547,231,18092,555,223,0,0,829,179,1,267,0,120,32,113,29,26,444,445,398,0.8943820224719101,0,0,0,3228,193680,778,44,12,387744,64330,6850,217455,459004,433335,0.944076740071982,80,25669,100,13,120,120,,30,59,30,13,雲ぷる Lv99 / アビスジェリー Lv100 / クラッグベア Lv100
190,rush,速攻,3542262169,stuck,0,tower,boss_retry_cap,1000,400,80,230,122,108,835,124,106,0,0,334,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,300,18000,230,23,6,14971,6400,1550,4759,23001,22759,0.989478718316595,80,242,32,7,,,,3,24,3,4,トゲホッグ Lv31 / つぼみラビ Lv32 / ぷるミン Lv32
191,balanced,バランス,2476893046,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,666,334,9027,674,326,0,0,1044,178,1,157,0,36,36,43,15,13,0,1,1,1,0,0,0,4039,242340,1000,43,13,438648,55830,8250,240846,502808,483186,0.9609751634818857,80,19622,100,14,567,,,16,63,16,12,雲ぷる Lv94 / アビスフィン Lv100 / クリスタゴン Lv100
192,collector,収集・配合,4162013400,completed,1,,,1000,400,80,679,473,206,15816,471,208,0,0,667,109,1,317,0,94,39,125,29,27,368,369,304,0.8238482384823849,2,61,0,3380,202800,679,45,11,268642,64480,5600,103233,338802,324433,0.9575887981771064,80,14369,100,12,213,476,,28,63,31,13,パールセラフ Lv94 / ルーメンオウル Lv100 / ドゥームゲイザー Lv66
193,rush,速攻,2993427617,stuck,0,tower,boss_retry_cap,1000,400,80,235,125,110,877,126,109,0,0,332,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,299,17940,235,23,6,14870,6400,1550,4684,22900,22624,0.9879475982532752,80,276,32,7,,,,3,24,3,4,ペブロン Lv31 / つぼみラビ Lv32 / ぷるミン Lv32
194,balanced,バランス,1926798936,completed,1,,,1000,400,80,500,332,168,1942,339,161,0,0,531,150,1,24,0,0,0,58,13,11,0,1,1,1,0,0,0,3230,193800,500,43,10,198257,63480,4500,56499,266317,250299,0.9398536330763714,80,16018,87,11,326,492,,14,63,14,13,ストームジン Lv77 / ヘルナイト Lv73 / アビスフィン Lv87
195,collector,収集・配合,3538756865,completed,1,,,1000,400,80,624,435,189,7965,436,188,0,0,619,125,1,251,0,48,11,122,25,23,336,337,278,0.8249258160237388,2,86,9,3195,191700,624,45,11,249743,64480,5600,100405,319903,308905,0.9656208288137341,80,10998,85,12,197,418,,24,62,28,13,パールセラフ Lv76 / 雲ぷる Lv85 / ヘルナイト Lv84
196,rush,速攻,508861126,stuck,0,tower,boss_retry_cap,1000,400,80,273,146,127,999,143,130,0,0,407,0,0,13,0,0,0,2,2,2,0,1,1,1,0,0,0,313,18780,273,23,6,16116,6400,1550,5081,24146,23861,0.9881968027830696,80,285,33,7,,,,3,25,3,4,リーフリン Lv33 / プフバット Lv32 / ぷるミン Lv33
197,balanced,バランス,3073688704,completed,1,,,1000,400,80,542,360,182,3126,367,175,0,0,566,97,1,85,0,14,0,31,14,12,0,1,1,1,0,0,0,2579,154740,542,44,10,177304,64330,4500,63705,246214,218445,0.8872159990902223,80,27769,78,11,464,464,,15,60,15,13,パールセラフ Lv77 / ヘルナイト Lv78 / サンラビ Lv76
198,collector,収集・配合,1005481880,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,985,709,276,64052,701,284,0,0,1086,172,1,399,0,282,195,98,28,26,600,601,548,0.9118136439267887,2,64,0,3783,226980,985,44,13,593153,55980,8250,367786,657463,624766,0.9502679238223292,80,32697,100,14,161,557,,27,58,30,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / コーラルルーメ Lv100
199,rush,速攻,2261499019,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,409,216,193,1486,218,191,0,0,583,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,722,43320,409,26,7,41245,10000,2100,9717,53425,53037,0.9927374824520355,80,388,47,8,,,,3,31,3,6,トゲホッグ Lv47 / ぷるミン Lv47 / つぼみラビ Lv47
200,balanced,バランス,1451412571,stuck,0,demon_gate,campaign_battle_cap_at_boss,1000,400,80,1000,666,334,8139,671,329,0,0,1028,179,1,78,0,66,0,34,13,12,0,1,1,1,0,0,0,3996,239760,1000,40,13,413764,41780,8250,205402,463874,445162,0.959661459792961,80,18712,100,14,252,,,14,58,14,11,ヨミオオカミ Lv100 / グルーモス Lv100 / リーファウル Lv100
201,collector,収集・配合,3242676819,completed,1,,,1000,400,80,740,527,213,32714,513,227,0,0,887,179,1,387,0,182,137,126,28,26,412,413,344,0.8329297820823245,2,52,0,3665,219900,740,45,11,313462,64480,5600,126281,383622,366781,0.9561000151190495,80,16841,98,12,144,144,,27,60,31,13,ストームジン Lv74 / アビスジェリー Lv97 / ルーメンオウル Lv98
202,rush,速攻,2588808466,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,505,265,240,1831,271,234,0,0,734,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,1181,70860,505,28,9,70460,12500,3550,14406,86590,85266,0.9847095507564384,80,1324,58,10,,,,3,34,3,7,ドリモール Lv56 / リーフリン Lv57 / ぷるミン Lv58
203,balanced,バランス,2025527069,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,853,567,286,12778,576,277,0,0,878,118,1,90,0,120,0,38,12,11,0,1,1,1,0,0,0,3916,234960,853,42,12,448786,54980,6850,253446,510696,488406,0.9563536820339301,80,22290,100,13,,,,13,64,13,12,アビスジェリー Lv100 / サンラビ Lv100 / アイスタートル Lv100
204,collector,収集・配合,286979730,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,723,277,31509,723,277,0,0,1072,165,1,161,0,203,168,87,24,21,610,611,565,0.9247135842880524,1,39,0,3416,204960,1000,43,13,505715,49780,8250,304569,563825,540029,0.9577954152440917,80,23796,100,14,47,,,24,58,26,11,アビスジェリー Lv100 / ルミネル Lv100 / アイスタートル Lv100
205,rush,速攻,3646029106,stuck,0,tower,boss_retry_cap,1000,400,80,238,127,111,844,127,111,0,0,330,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,294,17640,238,23,6,14724,6400,1550,4836,22754,22476,0.987782367935308,80,278,32,7,,,,3,23,3,4,ペブロン Lv31 / つぼみラビ Lv32 / ぷるミン Lv32
206,balanced,バランス,2214917478,completed,1,,,1000,400,80,563,375,188,5497,379,184,0,0,598,160,1,88,0,46,0,63,11,9,0,1,1,1,0,0,0,3811,228660,563,43,10,254375,63480,4500,74253,322435,302913,0.9394544636903562,80,19522,100,11,,,,12,59,12,13,アビスジェリー Lv96 / クラッグベア Lv100 / サンラビ Lv82
207,collector,収集・配合,1586321274,completed,1,,,1000,400,80,595,423,172,7222,404,191,0,0,675,110,1,223,0,31,4,130,29,27,340,341,271,0.7947214076246334,3,109,30,2403,144180,595,45,10,200775,64480,4500,97804,269835,258984,0.9597865362165768,80,10851,83,11,71,462,,27,65,31,13,パールセラフ Lv77 / ドゥームゲイザー Lv75 / 雲ぷる Lv83
208,rush,速攻,1049923526,stuck,0,snowfield,boss_retry_cap,1000,400,80,303,160,143,1081,163,140,0,0,428,0,0,9,0,0,0,2,2,2,0,1,1,1,0,0,0,500,30000,303,25,7,26190,9000,2100,7027,37370,37027,0.9908215145838908,80,343,40,8,,,,3,28,3,5,ドリモール Lv39 / ぷるミン Lv40 / プフバット Lv40
209,balanced,バランス,2879173556,completed,1,,,1000,400,80,843,563,280,19580,557,286,0,0,954,185,1,266,0,106,52,68,11,11,0,1,1,1,0,0,0,4175,250500,843,43,12,408897,63480,6850,193864,479307,444364,0.9270968293807518,80,34943,100,13,,,,12,62,12,13,雲ぷる Lv100 / ルミネル Lv100 / スチールバグ Lv100
210,collector,収集・配合,2764515427,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,719,281,34311,721,279,0,0,1141,130,1,310,0,149,128,91,26,24,593,594,549,0.9242424242424242,2,83,0,4105,246300,1000,44,13,559721,55980,8250,320618,624031,596568,0.9559909683974034,80,27463,100,14,386,722,,25,65,29,12,セラファルコン Lv23 / アビスジェリー Lv100 / コーラルルーメ Lv100
211,rush,速攻,2179379416,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,436,229,207,1506,232,204,0,0,618,0,0,10,0,0,0,5,2,2,0,1,1,1,0,0,0,783,46980,436,26,8,45110,10000,2750,10524,57940,57504,0.9924749741111495,80,436,49,9,,,,3,34,3,6,トゲホッグ Lv48 / ぷるミン Lv49 / プフバット Lv49
212,balanced,バランス,1126785625,stuck,0,demon_gate,boss_retry_cap,1000,400,80,838,560,278,17617,557,281,0,0,911,133,1,162,0,98,95,53,11,11,0,1,1,1,0,0,0,3843,230580,838,40,12,367278,41780,6850,167414,415988,397994,0.9567439445368616,80,17994,100,13,440,,,12,57,12,11,ルーメンオウル Lv100 / アイスタートル Lv100 / スチールバグ Lv100
213,collector,収集・配合,256167592,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,759,241,20892,616,384,0,0,1090,123,1,317,0,96,56,127,24,21,497,498,431,0.8654618473895582,3,107,19,3541,212460,1000,43,12,314443,49780,6850,116825,371153,354135,0.9541482892499858,8,17018,100,13,63,268,,22,59,27,11,パールセラフ Lv83 / ルーメンオウル Lv100 / ルミネル Lv98
214,rush,速攻,1799779157,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,513,267,246,1948,271,242,0,0,779,0,0,16,0,0,0,2,2,2,0,1,1,1,0,0,0,836,50160,513,26,8,49538,10000,2750,11834,62368,61994,0.9940033350436122,80,374,50,9,,,,3,33,3,6,ぷるミン Lv50 / リーフリン Lv50 / プフバット Lv50
